name,modifier,head,freq_class
overabundance,over,abundance,18.0
make-work,make,work,18.0
still room,still,room,18.0
wiseacre,wise,acre,18.0
overacting,over,acting,18.0
playacting,play,acting,18.0
sidesaddle,sides,addle,18.0
bankbook,bank,book,18.0
advertising campaign,advertising,campaign,18.0
overage,over,age,18.0
topsail,tops,ail,18.0
electric charge,electric,charge,18.0
parasailing,paras,ailing,18.0
adhesive tape,adhesive,tape,18.0
wherewithal,where,withal,18.0
split down,split,down,18.0
skyway,sky,way,18.0
chemical weapon,chemical,weapon,18.0
packing plant,packing,plant,18.0
reflex action,reflex,action,18.0
contact sport,contact,sport,18.0
triple time,triple,time,18.0
art exhibition,art,exhibition,18.0
sign painter,sign,painter,18.0
dust storm,dust,storm,18.0
honey bear,honey,bear,18.0
flame-out,flame,out,18.0
ethyl chloride,ethyl,chloride,18.0
ice bag,ice,bag,18.0
iron maiden,iron,maiden,18.0
sniper rifle,sniper,rifle,18.0
quarterfinal,quarter,final,18.0
hominy grits,hominy,grits,18.0
weather bureau,weather,bureau,18.0
calamine lotion,calamine,lotion,18.0
defense contractor,defense,contractor,18.0
cockfighting,cock,fighting,18.0
pathfinder,path,finder,18.0
local government,local,government,18.0
throughway,through,way,18.0
marathon runner,marathon,runner,18.0
angelfish,angel,fish,18.0
aerosol can,aerosol,can,18.0
blue jay,blue,jay,18.0
bronze age,bronze,age,18.0
physics department,physics,department,18.0
entryway,entry,way,18.0
flatfish,flat,fish,18.0
riot act,riot,act,18.0
branding iron,branding,iron,18.0
male genitalia,male,genitalia,18.0
kingfish,king,fish,18.0
marriage bed,marriage,bed,18.0
marriage ceremony,marriage,ceremony,18.0
string tie,string,tie,18.0
trade name,trade,name,18.0
holy terror,holy,terror,18.0
bean dip,bean,dip,18.0
data processing,data,processing,18.0
devilfish,devil,fish,18.0
lionfish,lion,fish,18.0
sunfish,sun,fish,18.0
religious person,religious,person,18.0
foundation garment,foundation,garment,18.0
car race,car,race,18.0
vice admiral,vice,admiral,18.0
motorway,motor,way,18.0
green lizard,green,lizard,18.0
stop number,stop,number,18.0
patrol wagon,patrol,wagon,18.0
clipper ship,clipper,ship,18.0
gabfest,gab,fest,18.0
bedfellow,bed,fellow,18.0
quick buck,quick,buck,18.0
battle-ax,battle,ax,18.0
overfeeding,over,feeding,18.0
joint venture,joint,venture,18.0
medical examination,medical,examination,18.0
chat show,chat,show,18.0
air filter,air,filter,18.0
home guard,home,guard,18.0
day nursery,day,nursery,18.0
eveningwear,evening,wear,18.0
smoking room,smoking,room,18.0
water system,water,system,18.0
drinking fountain,drinking,fountain,18.0
book fair,book,fair,18.0
dishwashing liquid,dishwashing,liquid,18.0
evenfall,even,fall,18.0
life vest,life,vest,18.0
birdfeeder,bird,feeder,18.0
pole position,pole,position,18.0
wild rice,wild,rice,18.0
opium den,opium,den,18.0
entrance fee,entrance,fee,18.0
bar girl,bar,girl,18.0
waterway,water,way,18.0
race driver,race,driver,18.0
dogfight,dog,fight,18.0
family court,family,court,18.0
vacation home,vacation,home,18.0
cockfight,cock,fight,18.0
telephone conversation,telephone,conversation,18.0
blue jean,blue,jean,18.0
mince pie,mince,pie,18.0
science museum,science,museum,18.0
day camp,day,camp,18.0
clearway,clear,way,18.0
modern era,modern,era,18.0
body armour,body,armour,18.0
automatic transmission,automatic,transmission,18.0
swimwear,swim,wear,18.0
decimal system,decimal,system,18.0
duffle bag,duffle,bag,18.0
winter solstice,winter,solstice,18.0
brown rice,brown,rice,18.0
burial site,burial,site,18.0
bluefish,blue,fish,18.0
topgallant,top,gallant,18.0
breadfruit,bread,fruit,18.0
lakefront,lake,front,18.0
missionary work,missionary,work,18.0
slave ship,slave,ship,18.0
headwater,head,water,18.0
porterhouse steak,porterhouse,steak,18.0
flotation device,flotation,device,18.0
film company,film,company,18.0
advisory board,advisory,board,18.0
print shop,print,shop,18.0
road rage,road,rage,18.0
yellow light,yellow,light,18.0
oil refinery,oil,refinery,18.0
double pneumonia,double,pneumonia,18.0
lamb curry,lamb,curry,18.0
sand wedge,sand,wedge,18.0
clubfoot,club,foot,18.0
earwax,ear,wax,18.0
petfood,pet,food,18.0
towel bar,towel,bar,18.0
undergarment,under,garment,18.0
half nelson,half,nelson,18.0
ground water,ground,water,18.0
blind alley,blind,alley,18.0
steering committee,steering,committee,18.0
lug wrench,lug,wrench,18.0
land mass,land,mass,18.0
drill bit,drill,bit,18.0
electric motor,electric,motor,18.0
breathing machine,breathing,machine,18.0
water pipe,water,pipe,18.0
social gathering,social,gathering,18.0
breakwater,break,water,18.0
spice rack,spice,rack,18.0
cast iron,cast,iron,18.0
main deck,main,deck,18.0
rubber stamp,rubber,stamp,18.0
method acting,method,acting,18.0
spring roll,spring,roll,18.0
food bank,food,bank,18.0
screen saver,screen,saver,18.0
fire marshall,fire,marshall,18.0
whitewater,white,water,18.0
tidewater,tide,water,18.0
fat person,fat,person,18.0
whirling dervish,whirling,dervish,18.0
countryfolk,country,folk,18.0
third house,third,house,18.0
toilet tissue,toilet,tissue,18.0
daylight savings,daylight,savings,18.0
airflow,air,flow,18.0
wine cooler,wine,cooler,18.0
skinflint,skin,flint,18.0
ballpoint pen,ballpoint,pen,18.0
diving bell,diving,bell,18.0
spaceflight,space,flight,18.0
cotton wool,cotton,wool,18.0
carbon dating,carbon,dating,18.0
basic principle,basic,principle,18.0
small businessman,small,businessman,18.0
ski run,ski,run,18.0
raw talent,raw,talent,18.0
watering can,watering,can,18.0
chicken liver,chicken,liver,18.0
kingfisher,king,fisher,18.0
pig iron,pig,iron,18.0
heating oil,heating,oil,18.0
production line,production,line,18.0
street urchin,street,urchin,18.0
cigarette burn,cigarette,burn,18.0
rice paper,rice,paper,18.0
formalwear,formal,wear,18.0
bean curd,bean,curd,18.0
defense team,defense,team,18.0
pork belly,pork,belly,18.0
well water,well,water,18.0
county seat,county,seat,18.0
ringside seat,ringside,seat,18.0
mud puddle,mud,puddle,18.0
smart bomb,smart,bomb,18.0
irrigation ditch,irrigation,ditch,18.0
raceway,race,way,18.0
national monument,national,monument,18.0
single combat,single,combat,18.0
horsefly,horse,fly,18.0
round top,round,top,18.0
quick fix,quick,fix,18.0
trial attorney,trial,attorney,18.0
shop window,shop,window,18.0
child prodigy,child,prodigy,18.0
custody case,custody,case,18.0
natural ability,natural,ability,18.0
silver nitrate,silver,nitrate,18.0
housefly,house,fly,18.0
musical group,musical,group,18.0
gift wrapping,gift,wrapping,18.0
mountain climber,mountain,climber,18.0
tuition fee,tuition,fee,18.0
penalty box,penalty,box,18.0
poverty line,poverty,line,18.0
labour party,labour,party,18.0
crawdad,craw,dad,18.0
woodcutter,wood,cutter,18.0
right brain,right,brain,18.0
jump ball,jump,ball,18.0
crosscut,cross,cut,18.0
bank holiday,bank,holiday,18.0
storm cloud,storm,cloud,18.0
world power,world,power,18.0
letting down,letting,down,18.0
undercut,under,cut,18.0
child pornography,child,pornography,18.0
pincushion,pin,cushion,18.0
dressing down,dressing,down,18.0
fishwife,fish,wife,18.0
vegetable soup,vegetable,soup,18.0
gift wrap,gift,wrap,18.0
royal line,royal,line,18.0
earwig,ear,wig,18.0
work permit,work,permit,18.0
socket wrench,socket,wrench,18.0
split decision,split,decision,18.0
shooting script,shooting,script,18.0
undercurrent,under,current,18.0
bobwhite,bob,white,18.0
cannon fire,cannon,fire,18.0
finishing touch,finishing,touch,18.0
videodisc,video,disc,18.0
bobsledding,bobsled,ding,18.0
cut glass,cut,glass,18.0
registration number,registration,number,18.0
swine flu,swine,flu,18.0
farm girl,farm,girl,18.0
self-absorption,self,absorption,18.0
law officer,law,officer,18.0
pinwheel,pin,wheel,18.0
tooth decay,tooth,decay,18.0
cat suit,cat,suit,18.0
coronary artery,coronary,artery,18.0
message pad,message,pad,18.0
rest period,rest,period,18.0
protease inhibitor,protease,inhibitor,18.0
heart murmur,heart,murmur,18.0
quarterdeck,quarter,deck,18.0
giant panda,giant,panda,18.0
medical procedure,medical,procedure,18.0
ground level,ground,level,18.0
coal oil,coal,oil,18.0
squeeze play,squeeze,play,18.0
tunnel vision,tunnel,vision,18.0
nightcrawler,night,crawler,18.0
space helmet,space,helmet,18.0
good spirit,good,spirit,18.0
overconfidence,over,confidence,18.0
copper mine,copper,mine,18.0
shortcoming,short,coming,18.0
adrenal gland,adrenal,gland,18.0
jazz band,jazz,band,18.0
minute hand,minute,hand,18.0
beachcomber,beach,comber,18.0
orange tree,orange,tree,18.0
roundabout way,roundabout,way,18.0
flying carpet,flying,carpet,18.0
batwing,bat,wing,18.0
watercolor,water,color,18.0
redwing,red,wing,18.0
radiation sickness,radiation,sickness,18.0
computer file,computer,file,18.0
bluecoat,blue,coat,18.0
black diamond,black,diamond,18.0
dinner theatre,dinner,theatre,18.0
housecoat,house,coat,18.0
water gun,water,gun,18.0
first blush,first,blush,18.0
string bean,string,bean,18.0
ripcord,rip,cord,18.0
tailwind,tail,wind,18.0
toll road,toll,road,18.0
medical man,medical,man,18.0
door prize,door,prize,18.0
insulin shock,insulin,shock,18.0
star sapphire,star,sapphire,18.0
safecracker,safe,cracker,18.0
authority figure,authority,figure,18.0
switchboard operator,switchboard,operator,18.0
hardcover,hard,cover,18.0
magic lantern,magic,lantern,18.0
love match,love,match,18.0
crosswind,cross,wind,18.0
headwind,head,wind,18.0
cold storage,cold,storage,18.0
news magazine,news,magazine,18.0
racecourse,race,course,18.0
employment office,employment,office,18.0
axe handle,axe,handle,18.0
bank clerk,bank,clerk,18.0
general anesthesia,general,anesthesia,18.0
chafing dish,chafing,dish,18.0
shuttle bus,shuttle,bus,18.0
peppercorn,pepper,corn,18.0
hang gliding,hang,gliding,18.0
classified ad,classified,ad,18.0
river bottom,river,bottom,18.0
crash landing,crash,landing,18.0
cocktail shaker,cocktail,shaker,18.0
mosquito net,mosquito,net,18.0
population control,population,control,18.0
high fashion,high,fashion,18.0
insurance coverage,insurance,coverage,18.0
information technology,information,technology,18.0
wage earner,wage,earner,18.0
alternative medicine,alternative,medicine,18.0
midweek,mid,week,18.0
whole caboodle,whole,caboodle,18.0
last hurrah,last,hurrah,18.0
common stock,common,stock,18.0
minesweeper,mines,weeper,18.0
safety device,safety,device,18.0
pituitary gland,pituitary,gland,18.0
entrance examination,entrance,examination,18.0
family planning,family,planning,18.0
ass-kisser,ass,kisser,18.0
lens cap,lens,cap,18.0
music critic,music,critic,18.0
lunch meat,lunch,meat,18.0
self-denial,self,denial,18.0
white whale,white,whale,18.0
chicken broth,chicken,broth,18.0
deadeye,dead,eye,18.0
safety valve,safety,valve,18.0
pork tenderloin,pork,tenderloin,18.0
social welfare,social,welfare,18.0
kitchen stove,kitchen,stove,18.0
cruise control,cruise,control,18.0
tummy tuck,tummy,tuck,18.0
exhaust fumes,exhaust,fumes,18.0
junior varsity,junior,varsity,18.0
petroleum jelly,petroleum,jelly,18.0
writing desk,writing,desk,18.0
ragweed,rag,weed,18.0
typeface,type,face,18.0
stinkweed,stink,weed,18.0
passion fruit,passion,fruit,18.0
punch card,punch,card,18.0
blackface,black,face,18.0
spray gun,spray,gun,18.0
dance band,dance,band,18.0
skin diving,skin,diving,18.0
walleye,wall,eye,18.0
greeneye,green,eye,18.0
wine steward,wine,steward,18.0
meat counter,meat,counter,18.0
featherweight,feather,weight,18.0
winning post,winning,post,18.0
pump room,pump,room,18.0
repertory company,repertory,company,18.0
life history,life,history,18.0
clothes dryer,clothes,dryer,18.0
mineral oil,mineral,oil,18.0
supply officer,supply,officer,18.0
slide projector,slide,projector,18.0
clampdown,clamp,down,18.0
fossil fuel,fossil,fuel,18.0
square dancing,square,dancing,18.0
sea lion,sea,lion,18.0
liberal arts,liberal,arts,18.0
rye whisky,rye,whisky,18.0
southwester,south,wester,18.0
landing place,landing,place,18.0
apple butter,apple,butter,18.0
fancy man,fancy,man,18.0
bellwether,bell,wether,18.0
swan dive,swan,dive,18.0
door latch,door,latch,18.0
gateway drug,gateway,drug,18.0
professional football,professional,football,18.0
oral presentation,oral,presentation,18.0
fashion consultant,fashion,consultant,18.0
juke joint,juke,joint,18.0
splashdown,splash,down,18.0
widow woman,widow,woman,18.0
gumdrop,gum,drop,18.0
square foot,square,foot,18.0
dewdrop,dew,drop,18.0
blood disease,blood,disease,18.0
magazine article,magazine,article,18.0
drug traffic,drug,traffic,18.0
hand mirror,hand,mirror,18.0
grazing land,grazing,land,18.0
makeweight,make,weight,18.0
final payment,final,payment,18.0
snowdrift,snow,drift,18.0
public transport,public,transport,18.0
storage locker,storage,locker,18.0
cosmetic surgeon,cosmetic,surgeon,18.0
gun barrel,gun,barrel,18.0
wisdom tooth,wisdom,tooth,18.0
half-mast,half,mast,18.0
overdraft,over,draft,18.0
brown bear,brown,bear,18.0
power system,power,system,18.0
boat deck,boat,deck,18.0
fire insurance,fire,insurance,18.0
oyster bar,oyster,bar,18.0
carbon paper,carbon,paper,18.0
ambulance chaser,ambulance,chaser,18.0
summit meeting,summit,meeting,18.0
greenhouse effect,greenhouse,effect,18.0
name calling,name,calling,18.0
shipping room,shipping,room,18.0
service call,service,call,18.0
death chamber,death,chamber,18.0
butternut squash,butternut,squash,18.0
codpiece,cod,piece,18.0
reception desk,reception,desk,18.0
breast feeding,breast,feeding,18.0
meal plan,meal,plan,18.0
plastic wrap,plastic,wrap,18.0
phone jack,phone,jack,18.0
night bell,night,bell,18.0
sickle cell,sickle,cell,18.0
one-fifth,one,fifth,18.0
apple tart,apple,tart,18.0
kidney disease,kidney,disease,18.0
newspaper columnist,newspaper,columnist,18.0
savings bank,savings,bank,18.0
psychic phenomenon,psychic,phenomenon,18.0
head gasket,head,gasket,18.0
corner kick,corner,kick,18.0
camp meeting,camp,meeting,18.0
natural spring,natural,spring,18.0
hatpin,hat,pin,18.0
magnum opus,magnum,opus,18.0
stickpin,stick,pin,18.0
conference table,conference,table,18.0
backspin,backs,pin,18.0
steel trap,steel,trap,18.0
film industry,film,industry,18.0
outside door,outside,door,18.0
storm cellar,storm,cellar,18.0
drinking glass,drinking,glass,18.0
quick time,quick,time,18.0
front burner,front,burner,18.0
pencil pusher,pencil,pusher,18.0
fuel oil,fuel,oil,18.0
furniture company,furniture,company,18.0
military mission,military,mission,18.0
flight surgeon,flight,surgeon,18.0
short line,short,line,18.0
stop payment,stop,payment,18.0
finishing line,finishing,line,18.0
grandparent,grand,parent,18.0
battle dress,battle,dress,18.0
intelligence agency,intelligence,agency,18.0
electroshock therapy,electroshock,therapy,18.0
windowpane,window,pane,18.0
saucepan,sauce,pan,18.0
chin music,chin,music,18.0
brainpan,brain,pan,18.0
dishpan,dish,pan,18.0
chow line,chow,line,18.0
gallstone,gall,stone,18.0
whetstone,whet,stone,18.0
wrist bone,wrist,bone,18.0
tabby cat,tabby,cat,18.0
ground fire,ground,fire,18.0
rumble seat,rumble,seat,18.0
musical note,musical,note,18.0
air pump,air,pump,18.0
earphone,ear,phone,18.0
headphone,head,phone,18.0
sweet vermouth,sweet,vermouth,18.0
ice storm,ice,storm,18.0
layperson,lay,person,18.0
chairperson,chair,person,18.0
anchorperson,anchor,person,18.0
fox hunting,fox,hunting,18.0
corner man,corner,man,18.0
tension headache,tension,headache,18.0
cliff dwelling,cliff,dwelling,18.0
station agent,station,agent,18.0
free fall,free,fall,18.0
quantum leap,quantum,leap,18.0
baseball season,baseball,season,18.0
teepee,tee,pee,18.0
public square,public,square,18.0
vestal virgin,vestal,virgin,18.0
seed money,seed,money,18.0
half-pint,half,pint,18.0
boat whistle,boat,whistle,18.0
cornstarch,corn,starch,18.0
bottom-feeder,bottom,feeder,18.0
right ventricle,right,ventricle,18.0
waste material,waste,material,18.0
pie crust,pie,crust,18.0
brain cell,brain,cell,18.0
royal court,royal,court,18.0
willow tree,willow,tree,18.0
jazz festival,jazz,festival,18.0
medical aid,medical,aid,18.0
grand opera,grand,opera,18.0
speed freak,speed,freak,18.0
eyebrow pencil,eyebrow,pencil,18.0
whistle-blower,whistle,blower,18.0
capital offense,capital,offense,18.0
cheddar cheese,cheddar,cheese,18.0
dead ringer,dead,ringer,18.0
sable coat,sable,coat,18.0
taxistand,taxi,stand,18.0
milk cow,milk,cow,18.0
trust deed,trust,deed,18.0
old codger,old,codger,18.0
seaport,sea,port,18.0
shoulder holster,shoulder,holster,18.0
tablespoon,tables,poon,18.0
flying colours,flying,colours,18.0
business enterprise,business,enterprise,18.0
flank steak,flank,steak,18.0
coconut cake,coconut,cake,18.0
steak knife,steak,knife,18.0
shopping centre,shopping,centre,18.0
lodgepole,lodge,pole,18.0
news agency,news,agency,18.0
ridgepole,ridge,pole,18.0
mainstay,main,stay,18.0
lamplight,lam,plight,18.0
shop girl,shop,girl,18.0
reconnaissance mission,reconnaissance,mission,18.0
beluga caviar,beluga,caviar,18.0
ladder truck,ladder,truck,18.0
strobe light,strobe,light,18.0
weather forecasting,weather,forecasting,18.0
investment firm,investment,firm,18.0
sandpiper,sand,piper,18.0
stovepipe,stove,pipe,18.0
lemon grove,lemon,grove,18.0
building site,building,site,18.0
gamma radiation,gamma,radiation,18.0
board member,board,member,18.0
sidestep,side,step,18.0
marijuana cigarette,marijuana,cigarette,18.0
shoe-shop,shoe,shop,18.0
ketchup bottle,ketchup,bottle,18.0
hip pocket,hip,pocket,18.0
diesel engine,diesel,engine,18.0
warplane,war,plane,18.0
dust jacket,dust,jacket,18.0
wordplay,word,play,18.0
bedstead,bed,stead,18.0
record-breaker,record,breaker,18.0
personal foul,personal,foul,18.0
garment industry,garment,industry,18.0
one-fourth,one,fourth,18.0
cold medicine,cold,medicine,18.0
business community,business,community,18.0
stud finder,stud,finder,18.0
acid test,acid,test,18.0
nameplate,name,plate,18.0
stealth aircraft,stealth,aircraft,18.0
sirloin steak,sirloin,steak,18.0
houseplant,house,plant,18.0
ankle bracelet,ankle,bracelet,18.0
attack dog,attack,dog,18.0
credit union,credit,union,18.0
quickstep,quick,step,18.0
faceplate,face,plate,18.0
encounter group,encounter,group,18.0
koala bear,koala,bear,18.0
ready money,ready,money,18.0
windstorm,wind,storm,18.0
dress suit,dress,suit,18.0
gag reflex,gag,reflex,18.0
whippersnapper,whippers,napper,18.0
comb-out,comb,out,18.0
catnap,cat,nap,18.0
end man,end,man,18.0
rating system,rating,system,18.0
poster girl,poster,girl,18.0
thumbnail,thumb,nail,18.0
overmuch,over,much,18.0
typewriter ribbon,typewriter,ribbon,18.0
military governor,military,governor,18.0
planning commission,planning,commission,18.0
theatrical agent,theatrical,agent,18.0
airstream,air,stream,18.0
oil lamp,oil,lamp,18.0
snipe hunt,snipe,hunt,18.0
governing board,governing,board,18.0
hay bale,hay,bale,18.0
work time,work,time,18.0
land development,land,development,18.0
social climber,social,climber,18.0
great seal,great,seal,18.0
middle ear,middle,ear,18.0
voting system,voting,system,18.0
transportation system,transportation,system,18.0
lunch meeting,lunch,meeting,18.0
warrant officer,warrant,officer,18.0
weeknight,week,night,18.0
self-criticism,self,criticism,18.0
gamma ray,gamma,ray,18.0
pole vault,pole,vault,18.0
homesickness,homesick,ness,18.0
seasickness,seasick,ness,18.0
shock troops,shock,troops,18.0
clearance sale,clearance,sale,18.0
firestorm,fire,storm,18.0
bail bond,bail,bond,18.0
ethics committee,ethics,committee,18.0
staff member,staff,member,18.0
savings bond,savings,bond,18.0
chemistry lab,chemistry,lab,18.0
drinking age,drinking,age,18.0
muscle spasm,muscle,spasm,18.0
telephoto lens,telephoto,lens,18.0
carbon copy,carbon,copy,18.0
war cry,war,cry,18.0
religious ceremony,religious,ceremony,18.0
commuter train,commuter,train,18.0
crabmeat,crab,meat,18.0
green frog,green,frog,18.0
corn chowder,corn,chowder,18.0
sounding board,sounding,board,18.0
gold braid,gold,braid,18.0
business office,business,office,18.0
coffee grounds,coffee,grounds,18.0
growth rate,growth,rate,18.0
titmouse,tit,mouse,18.0
self-starter,self,starter,18.0
silver plate,silver,plate,18.0
housemother,house,mother,18.0
bicycle seat,bicycle,seat,18.0
warmongering,war,mongering,18.0
ammonium nitrate,ammonium,nitrate,18.0
warmonger,war,monger,18.0
supermom,super,mom,18.0
public nuisance,public,nuisance,18.0
digestive tract,digestive,tract,18.0
shipping clerk,shipping,clerk,18.0
spearmint,spear,mint,18.0
sheep dip,sheep,dip,18.0
boom town,boom,town,18.0
bearing wall,bearing,wall,18.0
exhaust system,exhaust,system,18.0
self-love,self,love,18.0
fashion industry,fashion,industry,18.0
free grace,free,grace,18.0
junk pile,junk,pile,18.0
wet bar,wet,bar,18.0
poor box,poor,box,18.0
banknote,bank,note,18.0
natural resource,natural,resource,18.0
pension plan,pension,plan,18.0
trench foot,trench,foot,18.0
resort hotel,resort,hotel,18.0
high bar,high,bar,18.0
self-drive,self,drive,18.0
slipover,slip,over,18.0
moonstone,moon,stone,18.0
explosive charge,explosive,charge,18.0
toy poodle,toy,poodle,18.0
cobblestone,cobble,stone,18.0
lodestone,lode,stone,18.0
gambling den,gambling,den,18.0
mass production,mass,production,18.0
whiteout,white,out,18.0
coal tar,coal,tar,18.0
dune buggy,dune,buggy,18.0
bath mat,bath,mat,18.0
shakeout,shake,out,18.0
cash advance,cash,advance,18.0
moray eel,moray,eel,18.0
notepad,note,pad,18.0
state senator,state,senator,18.0
herb tea,herb,tea,18.0
fault line,fault,line,18.0
hook shot,hook,shot,18.0
sweet corn,sweet,corn,18.0
left fielder,left,fielder,18.0
territorial waters,territorial,waters,18.0
cream sauce,cream,sauce,18.0
whole kit,whole,kit,18.0
tomato plant,tomato,plant,18.0
upper class,upper,class,18.0
microwave oven,microwave,oven,18.0
duck hunting,duck,hunting,18.0
noise level,noise,level,18.0
tapioca pudding,tapioca,pudding,18.0
hoot owl,hoot,owl,18.0
sweet talker,sweet,talker,18.0
egg white,egg,white,18.0
spider monkey,spider,monkey,18.0
gold leaf,gold,leaf,18.0
round robin,round,robin,18.0
guard ship,guard,ship,18.0
topsoil,tops,oil,18.0
footstool,foot,stool,18.0
body fluid,body,fluid,18.0
total darkness,total,darkness,18.0
tomato paste,tomato,paste,18.0
foot traffic,foot,traffic,18.0
field theory,field,theory,18.0
want ad,want,ad,18.0
sanitation department,sanitation,department,18.0
hazelnut,hazel,nut,18.0
butternut,butter,nut,18.0
horse blanket,horse,blanket,18.0
army unit,army,unit,18.0
large white,large,white,18.0
dark horse,dark,horse,18.0
dog-ear,dog,ear,18.0
hunting license,hunting,license,18.0
business lunch,business,lunch,18.0
return ticket,return,ticket,18.0
bank draft,bank,draft,18.0
ape-man,ape,man,18.0
sushi bar,sushi,bar,18.0
dinner plate,dinner,plate,18.0
flagstone,flag,stone,18.0
home theater,home,theater,18.0
greasepaint,grease,paint,18.0
flintstone,flint,stone,18.0
quarter pound,quarter,pound,18.0
gooney bird,gooney,bird,18.0
jam session,jam,session,18.0
street person,street,person,18.0
profit margin,profit,margin,18.0
black tea,black,tea,18.0
office furniture,office,furniture,18.0
final judgment,final,judgment,18.0
fieldstone,field,stone,18.0
heatstroke,heat,stroke,18.0
graphic designer,graphic,designer,18.0
lottery winner,lottery,winner,18.0
sea king,sea,king,18.0
baby doctor,baby,doctor,18.0
stomach pump,stomach,pump,18.0
high wire,high,wire,18.0
whippersnapper,whipper,snapper,18.0
guttersnipe,gutter,snipe,18.0
topsoil,top,soil,18.0
state capital,state,capital,18.0
clip joint,clip,joint,18.0
seventh heaven,seventh,heaven,18.0
self-service,self,service,18.0
fast buck,fast,buck,18.0
grass skirt,grass,skirt,18.0
fruit cocktail,fruit,cocktail,18.0
pleasure trip,pleasure,trip,18.0
backscratcher,back,scratcher,18.0
way station,way,station,18.0
flaxseed,flax,seed,18.0
self-hypnosis,self,hypnosis,18.0
wordsmith,word,smith,18.0
propulsion system,propulsion,system,18.0
dairy farm,dairy,farm,18.0
building block,building,block,18.0
psychic energy,psychic,energy,18.0
bobsledding,bob,sledding,18.0
camshaft,cam,shaft,18.0
crankshaft,crank,shaft,18.0
distributor cap,distributor,cap,18.0
mudslide,mud,slide,18.0
rockslide,rock,slide,18.0
silver screen,silver,screen,18.0
camera lens,camera,lens,18.0
rock lobster,rock,lobster,18.0
storage warehouse,storage,warehouse,18.0
power tool,power,tool,18.0
maidservant,maid,servant,18.0
bookseller,book,seller,18.0
terminal velocity,terminal,velocity,18.0
book review,book,review,18.0
corporal punishment,corporal,punishment,18.0
combat pay,combat,pay,18.0
sidesaddle,side,saddle,18.0
moot court,moot,court,18.0
field glasses,field,glasses,18.0
gunnysack,gunny,sack,18.0
space platform,space,platform,18.0
rucksack,ruck,sack,18.0
gunrunning,gun,running,18.0
pet peeve,pet,peeve,18.0
water closet,water,closet,18.0
military post,military,post,18.0
gunrunner,gun,runner,18.0
lawn party,lawn,party,18.0
spring-cleaning,spring,cleaning,18.0
value-system,value,system,18.0
glass cutter,glass,cutter,18.0
stress test,stress,test,18.0
landrover,land,rover,18.0
saddle horse,saddle,horse,18.0
singsong,sing,song,18.0
entrance exam,entrance,exam,18.0
topsail,top,sail,18.0
coal chute,coal,chute,18.0
natural science,natural,science,18.0
handsaw,hand,saw,18.0
theater company,theater,company,18.0
face mask,face,mask,18.0
side arm,side,arm,18.0
oil industry,oil,industry,18.0
health facility,health,facility,18.0
clay pigeon,clay,pigeon,18.0
opera star,opera,star,18.0
social secretary,social,secretary,18.0
headspace,head,space,18.0
fashion business,fashion,business,18.0
parasailing,para,sailing,18.0
plant food,plant,food,18.0
watershed,water,shed,18.0
poor person,poor,person,18.0
telegraph wire,telegraph,wire,18.0
juvenile court,juvenile,court,18.0
money market,money,market,18.0
file folder,file,folder,18.0
dunk shot,dunk,shot,18.0
military unit,military,unit,18.0
curbside,curb,side,18.0
land office,land,office,18.0
cypress tree,cypress,tree,18.0
pepper steak,pepper,steak,18.0
hair trigger,hair,trigger,18.0
seasickness,sea,sickness,18.0
homesickness,home,sickness,18.0
line coach,line,coach,18.0
buckskin,buck,skin,18.0
safety glass,safety,glass,18.0
coonskin,coon,skin,18.0
one-eighth,one,eighth,18.0
airplane ticket,airplane,ticket,18.0
box spring,box,spring,18.0
harbor patrol,harbor,patrol,18.0
problem solver,problem,solver,18.0
eye surgery,eye,surgery,18.0
military leader,military,leader,18.0
supply line,supply,line,18.0
fruit bat,fruit,bat,18.0
criminal offense,criminal,offense,18.0
break dance,break,dance,18.0
passive resistance,passive,resistance,18.0
left hemisphere,left,hemisphere,18.0
whipping boy,whipping,boy,18.0
railroad man,railroad,man,18.0
cotton mill,cotton,mill,18.0
business news,business,news,18.0
military officer,military,officer,18.0
wiggle room,wiggle,room,18.0
good humour,good,humour,18.0
firing line,firing,line,18.0
sealskin,seal,skin,18.0
carbon black,carbon,black,18.0
barber chair,barber,chair,18.0
horsemanship,horseman,ship,18.0
sound judgment,sound,judgment,18.0
bank check,bank,check,18.0
rose water,rose,water,18.0
grey wolf,grey,wolf,18.0
saline solution,saline,solution,18.0
foam rubber,foam,rubber,18.0
swordsmanship,swordsman,ship,18.0
polo pony,polo,pony,18.0
tongue-lashing,tongue,lashing,18.0
deck chair,deck,chair,18.0
cash basis,cash,basis,18.0
black pepper,black,pepper,18.0
top billing,top,billing,18.0
worksheet,work,sheet,18.0
human waste,human,waste,18.0
ghetto blaster,ghetto,blaster,18.0
burn center,burn,center,18.0
particle beam,particle,beam,18.0
peat moss,peat,moss,18.0
present tense,present,tense,18.0
race riot,race,riot,18.0
record book,record,book,18.0
high-low,high,low,18.0
plow horse,plow,horse,18.0
potshot,pot,shot,18.0
worker bee,worker,bee,18.0
stick figure,stick,figure,18.0
lakeshore,lake,shore,18.0
gun case,gun,case,18.0
first gear,first,gear,18.0
house painting,house,painting,18.0
particle accelerator,particle,accelerator,18.0
first water,first,water,18.0
troubleshooter,trouble,shooter,18.0
lip service,lip,service,18.0
overshoot,over,shoot,18.0
crapshoot,crap,shoot,18.0
